alpha_variance,sigma_shape,sigma_scale,beta_shape,beta_scale,k_alpha,k_beta,Probability
0.1,2,1,2,1,0.5,5,0.6176694080230364
1.1,2,1,2,1,0.5,5,0.5867096552833131
2.1,2,1,2,1,0.5,5,0.5498817172808242
3.1,2,1,2,1,0.5,5,0.5261521885955426
4.1,2,1,2,1,0.5,5,0.5063933860176079
5.1,2,1,2,1,0.5,5,0.49617392624728707
6.1,2,1,2,1,0.5,5,0.4841295225229456
7.1,2,1,2,1,0.5,5,0.4781859666232489
8.1,2,1,2,1,0.5,5,0.4619873579867103
9.1,2,1,2,1,0.5,5,0.4597258858819111
10.1,2,1,2,1,0.5,5,0.45836654187075604
